Etat;code_state;year;code_state_year;temperature_mean;climat
Wisconsin;WI;2007;WI-2007;44,74;continental humide ete frais
Wisconsin;WI;2008;WI-2008;41,78;continental humide ete frais
Wisconsin;WI;2009;WI-2009;42,38;continental humide ete frais
Wisconsin;WI;2010;WI-2010;45,47;continental humide ete frais
Wisconsin;WI;2011;WI-2011;44,13;continental humide ete frais
Wisconsin;WI;2012;WI-2012;47,39;continental humide ete frais
Wisconsin;WI;2013;WI-2013;41,78;continental humide ete frais
Wisconsin;WI;2014;WI-2014;40,23;continental humide ete frais
Wisconsin;WI;2015;WI-2015;44,82;continental humide ete frais
Wyoming;WY;1992;WY-1992;42,49;steppe
Wyoming;WY;1993;WY-1993;38,88;steppe
Wyoming;WY;1994;WY-1994;42,91;steppe
Wyoming;WY;1995;WY-1995;41,68;steppe
Wyoming;WY;1996;WY-1996;41,04;steppe
Wyoming;WY;1997;WY-1997;41,20;steppe
Wyoming;WY;1998;WY-1998;42,54;steppe
Wyoming;WY;1999;WY-1999;43,15;steppe
Wyoming;WY;2000;WY-2000;42,54;steppe
Wyoming;WY;2001;WY-2001;43,20;steppe
Wyoming;WY;2002;WY-2002;41,38;steppe
Wyoming;WY;2003;WY-2003;43,05;steppe
Wyoming;WY;2004;WY-2004;42,41;steppe
Wyoming;WY;2005;WY-2005;42,84;steppe
Wyoming;WY;2006;WY-2006;43,18;steppe
Wyoming;WY;2007;WY-2007;43,29;steppe
Wyoming;WY;2008;WY-2008;40,68;steppe
Wyoming;WY;2009;WY-2009;40,93;steppe
Wyoming;WY;2010;WY-2010;41,95;steppe
Wyoming;WY;2011;WY-2011;41,06;steppe
Wyoming;WY;2012;WY-2012;44,79;steppe
Wyoming;WY;2013;WY-2013;41,68;steppe
Wyoming;WY;2014;WY-2014;42,13;steppe
Wyoming;WY;2015;WY-2015;44,16;steppe
Alaska;AK;1992;AK-1992;25,03;continental humide ete frais
Alaska;AK;1993;AK-1993;29,90;continental humide ete frais
Alaska;AK;1994;AK-1994;26,19;continental humide ete frais
Alaska;AK;1995;AK-1995;27,78;continental humide ete frais
Alaska;AK;1996;AK-1996;25,08;continental humide ete frais
Alaska;AK;1997;AK-1997;28,13;continental humide ete frais
Alaska;AK;1998;AK-1998;28,43;continental humide ete frais
Alaska;AK;1999;AK-1999;24,04;continental humide ete frais
Alaska;AK;2000;AK-2000;28,38;continental humide ete frais
Alaska;AK;2001;AK-2001;27,33;continental humide ete frais
Alaska;AK;2002;AK-2002;30,08;continental humide ete frais
Alaska;AK;2003;AK-2003;29,11;continental humide ete frais
Alaska;AK;2004;AK-2004;29,33;continental humide ete frais
Alaska;AK;2005;AK-2005;29,18;continental humide ete frais
Alaska;AK;2006;AK-2006;26,40;continental humide ete frais
Alaska;AK;2007;AK-2007;28,08;continental humide ete frais
Alaska;AK;2008;AK-2008;25,08;continental humide ete frais
Alaska;AK;2009;AK-2009;26,76;continental humide ete frais
Alaska;AK;2010;AK-2010;27,43;continental humide ete frais
Alaska;AK;2011;AK-2011;26,95;continental humide ete frais
Alaska;AK;2012;AK-2012;24,31;continental humide ete frais
Alaska;AK;2013;AK-2013;27,80;continental humide ete frais
Alaska;AK;2014;AK-2014;30,33;continental humide ete frais
Alaska;AK;2015;AK-2015;30,03;continental humide ete frais
