LATITUDE;LONGITUDE;STATES
395944;-788356;MD
399446;-840257;OH
272413;-808298;FL
323595;-894761;MS
402696;-767678;PA
372931;-934171;MO
339179;-1164796;CA
269026;-992612;TX
392039;-843978;OH
397858;-759801;PA
38567;-773233;VA
418852;-884606;IL
18265;-656488;PR
376178;-1210346;CA
33537;-819424;SC
214688;-1580173;HI
342292;-1027284;TX
35552;-1210838;CA
391127;-844639;KY
443252;-741309;NY
369646;-1219896;CA
385298;-1059979;CO
335767;-1160645;CA
428139;-860129;MI
422826;-87851;IL
413337;-758213;PA
410006;-754455;PA
362959;-824766;TN
404389;-823481;OH
405321;-745415;NJ
440378;-926409;MN
35284;-812828;NC
387119;-906513;MO
40893;-738058;NY
429631;-838251;MI
403732;-798502;PA
396325;-843645;OH
398357;-754454;PA
345812;-942369;AR
391172;-825375;OH
359693;-779554;NC
427645;-88216;WI
415015;-837367;OH
361814;-896664;MO
466622;-1188405;WA
375774;-1013546;KS
361372;-885077;TN
409838;-751972;PA
355273;-105934;NM
265733;-818903;FL
306543;-970089;TX
339126;-815313;SC
399993;-904178;IL
433317;-882798;WI
326748;-964515;TX
423299;-881598;IL
476094;-1226533;WA
404684;-746559;NJ
180595;-667206;PR
447699;-94151;MN
407148;-892775;IL
421091;-912758;IA
42826;-1030025;NE
468559;-1140778;MT
401008;-76.09;PA
398455;-750218;NJ
369179;-893343;MO
420989;-1118802;ID
308608;-969763;TX
389927;-802281;WV
329827;-828089;GA
406833;-802736;PA
421631;-787233;NY
337036;-1163396;CA
331136;-941672;TX
330909;-820145;GA
362318;-799834;NC
407558;-734545;NY
405148;-801627;PA
358692;-846731;TN
439212;-123016;OR
431201;-1234246;OR
311497;-885557;MS
387512;-906581;MO
294902;-949405;TX
401599;-754089;PA
447648;-936537;MN
327566;-989125;TX
403903;-1223156;CA
407292;-928716;IA
335211;-843548;GA
489839;-1227414;WA
411488;-740485;NY
393848;-1010452;KS
410689;-739545;NY
285267;-998589;TX
416089;-834837;OH
281587;-816083;FL
39732;-1051785;CO
32901;-80676;SC
336457;-849254;GA
430743;-942311;IA
299474;-821129;FL
408895;-815882;OH
439704;-889504;WI
397508;-1050627;CO
294771;-984472;TX
282311;-822052;FL
366953;-775356;VA
402598;-1036323;CO
428239;-881563;WI
404394;-993773;NE
400856;-751941;PA
373475;-1196202;CA
448359;-929949;MN
419856;-765207;PA
477259;-117422;WA
360581;-1189749;CA
433322;-837391;MI
479875;-1220748;WA
426295;-825834;MI
347051;-812132;SC
380851;-893717;IL
440197;-116922;ID
280392;-975153;TX
363493;-1194206;CA
406037;-746445;NJ
403384;-758764;PA
266756;-818166;FL
423132;-840188;MI
350592;-77.02;NC
311246;-920652;LA
427781;-892967;WI
422121;-707652;MA
407377;-950338;IA
411214;-740684;NY
366375;-951725;OK
416159;-886683;IL
264724;-817959;FL
282669;-826257;FL
404454;-741699;NJ
295164;-903291;LA
390265;-774196;VA
395807;-843201;OH
442547;-1169689;ID
391088;-950811;KS
397426;-924711;MO
404581;-806095;OH
455173;-1228199;OR
428262;-82493;MI
423525;-888694;IL
408823;-739467;NJ
343306;-787014;NC
414051;-803836;PA
385818;-1225824;CA
388575;-1049127;CO
347235;-827788;SC
408769;-746724;NJ
393829;-890642;IL
321101;-1106889;AZ
43099;-774427;NY
348491;-865222;AL
402686;-745253;NJ
219159;-1595236;HI
404005;-813515;OH
406811;-745493;NJ
47871;-1218043;WA
34675;-828344;SC
378925;-1225078;CA
410446;-957406;IA
394629;-762754;MD
401922;-749982;PA
41014;-95225;IA
319438;-811081;GA
379274;-954006;KS
299157;-916758;LA
322965;-834815;GA
455857;-959046;MN
339603;-117951;CA
367031;-1080648;NM
408023;-75616;PA
356984;-842641;TN
370878;-818081;VA
41345;-940138;IA
411392;-1120285;UT
454562;-1238331;OR
414678;-903446;IL
403029;-75967;PA
429085;-73807;NY
387306;-944735;MO
371341;-1221272;CA
294407;-954206;TX
408306;-757165;PA
385701;-1095478;UT
371885;-1197723;CA
342429;-1168951;CA
338287;-885539;MS
396681;-755697;DE
36562;-826618;TN
311264;-834229;GA
365247;-1192889;CA
42206;-878128;IL
390354;-871577;IN
35174;-1186532;CA
448761;-896173;WI
387578;-901984;MO
391498;-1221389;CA
385228;-773186;VA
341884;-851808;GA
311322;-99.37;TX
383214;-756246;MD
411207;-959209;NE
409138;-72766;NY
297744;-984364;TX
346152;-1201943;CA
32752;-802118;SC
349645;-800746;NC
416053;-709421;MA
347321;-889444;MS
270472;-822702;FL
369854;-1206338;CA
367393;-841647;KY
40933;-724047;NY
478297;-1176056;WA
378201;-922202;MO
393447;-912032;MO
329882;-975526;TX
407455;-867668;IN
353831;-1191184;CA
358465;-770661;NC
408161;-737405;NY
407681;-838251;OH
282152;-821886;FL
38875;-78516;VA
409263;-743451;NJ
451002;-930882;MN
407503;-731869;NY
359007;-805631;NC
389988;-939666;MO
365241;-860304;TN
479028;-121985;WA
273647;-824716;FL
387185;-1214455;CA
407624;-733705;NY
425091;-846531;MI
408678;-752085;PA
391423;-774102;MD
408199;-734339;NY
38413;-1212127;CA
405291;-747358;NJ
184724;-66935;PR
182861;-671409;PR
39325;-778667;WV
418227;-905448;IA
314186;-974283;TX
353463;-1190297;CA
311873;-947833;TX
311113;-870737;AL
405183;-1114746;UT
319876;-1065933;TX
368626;-827769;VA
398671;-829451;OH
394313;-1215225;CA
417091;-702225;MA
358165;-814781;NC
416273;-796699;PA
314126;-1099178;AZ
410541;-738143;NY
350117;-919577;AR
429623;-787418;NY
369688;-1198927;CA
267565;-813827;FL
423246;-852371;MI
397036;-1049352;CO
267219;-814506;FL
301761;-933704;LA
403362;-760053;PA
396879;-1198364;NV
406764;-78246;PA
365165;-761728;NC
31793;-941795;TX
431797;-958437;IA
404608;-876635;IL
423915;-829118;MI
325809;-919869;LA
413362;-892038;IL
379083;-1222805;CA
326476;-837539;GA
408937;-726051;NY
399391;-948279;MO
415798;-81207;OH
325275;-927124;LA
361576;-801641;NC
30.71;-949381;TX
404085;-798214;PA
426197;-737288;NY
410304;-93784;IA
353675;-853899;TN
453473;-929116;MN
287065;-82309;FL
388392;-769367;MD
370335;-886858;KY
605405;-1508089;AK
40.15;-826881;OH
407758;-741918;NJ
303541;-87305;FL
407888;-1241286;CA
445423;-1233599;OR
305894;-983671;TX
402619;-758099;PA
327318;-949461;TX
33292;-839679;GA
354693;-774167;NC
335147;-1020067;TX
406283;-761729;PA
43.83;-913042;MN
473715;-1225689;WA
434176;-951109;IA
339447;-859322;AL
312915;-857117;AL
396635;-808569;WV
328323;-1097595;AZ
318483;-1061707;TX
278156;-827162;FL
37628;-774288;VA
296237;-989448;TX
340118;-955115;OK
423927;-87989;IL
440025;-1079544;WY
390871;-770404;MD
321973;-831714;GA
298809;-90775;LA
401873;-754581;PA
341809;-972559;OK
353226;-786733;NC
405247;-798898;PA
360848;-909467;AR
429867;-789524;NY
285243;-824159;FL
301833;-969279;TX
422121;-881684;IL
420926;-886964;IL
397559;-753569;NJ
273721;-803404;FL
414648;-1120401;UT
277526;-827394;FL
649061;-1476957;AK
33584;-1176237;CA
274668;-826688;FL
332655;-972252;TX
312337;-842088;GA
319379;-819305;GA
417478;-859657;IN
400791;-808997;OH
400735;-754582;PA
414181;-877502;IL
425377;-880151;WI
418891;-879115;IL
409104;-799157;PA
331795;-969907;TX
429036;-736894;NY
438107;-88486;WI
433354;-89.03;WI
28469;-825999;FL
391672;-848444;IN
421631;-92026;IA
335566;-97844;TX
403166;-767884;PA
406426;-895981;IL
349044;-1101672;AZ
392182;-760714;MD
426609;-770535;NY
449505;-957153;MN
411386;-814344;OH
475194;-1226183;WA
428087;-88215;WI
416431;-877081;IL
387253;-772638;VA
42519;-932662;IA
320617;-1109485;AZ
398257;-741819;NJ
294716;-811303;FL
263597;-981167;TX
394995;-1060432;CO
408489;-725785;NY
405212;-757772;PA
414408;-740353;NY
444453;-922796;MN
367895;-986649;OK
408441;-736442;NY
377749;-97462;KS
390871;-846177;OH
46737;-1199043;WA
411314;-96245;NE
313287;-948014;TX
344938;-858436;AL
356907;-783749;NC
414506;-755753;PA
179778;-662962;PR
393409;-800162;WV
383355;-854839;KY
476886;-1141411;MT
426864;-880496;WI
412977;-758799;PA
301889;-957017;TX
471101;-104707;MT
290608;-820565;FL
41517;-876924;IL
381993;-775892;VA
34379;-886938;MS
400285;-745883;NJ
42629;-830218;MI
262237;-977529;TX
273243;-802425;FL
382485;-781129;VA
413774;-718492;CT
372435;-774287;VA
344979;-969898;OK
376021;-1210045;CA
416784;-730064;CT
464437;-1204215;WA
415438;-871367;IN
425299;-858462;MI
342741;-921006;AR
290484;-810628;FL
341787;-823774;SC
400035;-752501;PA
180431;-670574;PR
424854;-914557;IA
440471;-1233514;OR
387564;-902766;MO
438989;-910882;WI
390986;-848713;IN
352645;-890118;TN
395669;-976467;KS
348897;-1124937;AZ
33191;-1013814;TX
414415;-905593;IL
266447;-819098;FL
430399;-762176;NY
298449;-813156;FL
272857;-825332;FL
343049;-778754;NC
389881;-748195;NJ
40263;-856737;IN
334553;-869224;AL
458061;-880995;MI
402318;-1049911;CO
44547;-951031;MN
431382;-71453;NH
40282;-860423;IN
372584;-831977;KY
41438;-798183;PA
319185;-1066006;TX
213218;-1579803;HI
407499;-736124;NY
347334;-1067611;NM
420881;-88158;IL
383471;-856103;KY
471615;-122.02;WA
362837;-973094;OK
348164;-1146189;CA
353284;-942791;AR
407295;-731051;NY
407752;-877304;IL
394394;-789821;WV
451409;-931505;MN
180009;-662602;PR
30196;-980938;TX
475712;-1176893;WA
355232;-84363;TN
390392;-1229218;CA
383673;-903705;MO
385799;-901037;IL
323875;-833523;GA
395752;-1048309;CO
349809;-792291;NC
359347;-854726;TN
412772;-882803;IL
308346;-91208;LA
398046;-74985;NJ
403578;-801061;PA
393574;-947651;MO
40.68;-825793;OH
305483;-886675;MS
28072;-806876;FL
32813;-974306;TX
407715;-736482;NY
343709;-849212;GA
413533;-757757;PA
304881;-910448;LA
464522;-901505;MI
416101;-940124;IA
381353;-926478;MO
401246;-860242;IN
330571;-966244;TX
342996;-924223;AR
453824;-938772;MN
351981;-1067023;NM
379939;-1223188;CA
399125;-766864;PA
450324;-928098;MN
405994;-795746;PA
383798;-883723;IL
41952;-717042;RI
40955;-739568;NJ
410101;-739505;NJ
383319;-774655;VA
341056;-1092961;AZ
393826;-1192148;NV
351647;-1194584;CA
359595;-79.76;NC
336734;-86468;AL
376399;-915345;MO
412166;-858105;IN
408085;-727573;NY
423978;-963517;IA
378751;-905191;MO
355483;-871872;TN
296513;-955874;TX
410012;-725419;NY
357217;-813857;NC
430318;-835187;MI
394047;-1233494;CA
372401;-1197021;CA
374662;-1222674;CA
352656;-111519;AZ
33128;-919631;AR
416045;-937128;IA
299072;-901933;LA
358444;-979386;OK
388285;-765207;MD
362959;-915696;AR
427499;-955529;IA
304456;-912098;LA
408075;-736755;NY
414902;-757065;PA
316774;-886353;MS
285483;-824897;FL
474877;-928786;MN
422268;-84323;MI
367694;-1197612;CA
395776;-1075267;CO
434986;-885474;WI
369773;-1129869;AZ
37035;-886427;KY
332962;-863456;AL
35.17;-1037046;NM
430462;-758748;NY
402653;-767984;PA
394506;-1080063;CO
387071;-903009;MO
360652;-868403;TN
380861;-881722;IL
283022;-824624;FL
262788;-983856;TX
388939;-768878;MD
407582;-95372;IA
362701;-942227;AR
456697;-1111785;MT
398405;-750677;NJ
319157;-1103257;AZ
32968;-1028318;TX
427306;-827953;MI
272874;-825137;FL
410011;-736528;CT
468198;-1230636;WA
246893;-813676;FL
308392;-820073;GA
405788;-797655;PA
40163;-763964;PA
330019;-934613;LA
359751;-802204;NC
41596;-72.51;CT
383485;-1207728;CA
421006;-706626;MA
408449;-73618;NY
419033;-878805;IL
38665;-784546;VA
384184;-774202;VA
406051;-736553;NY
416257;-870801;IN
297715;-954987;TX
372351;-812751;VA
379819;-1203828;CA
291456;-989049;TX
39042;-76063;MD
462527;-1141598;MT
380076;-120309;CA
312048;-832478;GA
362842;-769902;NC
325315;-858903;AL
30603;-871022;FL
284559;-815122;FL
40417;-800544;PA
29798;-812653;FL
416495;-953268;IA
390978;-842995;OH
288024;-815351;FL
471529;-1221048;WA
347688;-1066447;NM
190959;-155775;HI
33531;-846678;GA
416731;-874842;IN
484229;-1195159;WA
275469;-818102;FL
33787;-819291;SC
417779;-937134;IA
376652;-975617;KS
397275;-754691;NJ
395458;-1048533;CO
399585;-843261;OH
386472;-921142;MO
408167;-762003;PA
305108;-818089;FL
302606;-932638;LA
342895;-779217;NC
41654;-710927;MA
428692;-714819;NH
485454;-1178985;WA
394561;-822211;OH
419595;-723105;CT
359584;-858211;TN
280574;-81861;FL
416679;-878891;IL
324485;-920773;LA
413562;-719546;CT
390788;-748205;NJ
379878;-122.07;CA
327431;-895337;MS
391884;-84401;OH
329421;-871753;AL
370262;-1125219;UT
326974;-976069;TX
424635;-922766;IA
43001;-715171;NH
413296;-75.8;PA
326462;-954774;TX
401719;-849764;IN
389363;-768442;MD
349777;-852539;GA
395681;-754724;NJ
401862;-755382;PA
280909;-97817;TX
617199;-1492621;AK
267123;-818684;FL
538984;-166568;AK
412613;-759071;PA
417081;-700339;MA
319903;-90354;MS
388952;-769016;MD
408483;-743993;NJ
396585;-768881;MD
371036;-853073;KY
403259;-753274;PA
385137;-1229894;CA
404036;-739898;NJ
420879;-768472;NY
353169;-81183;NC
428364;-84575;MI
38331;-752148;MD
309538;-959091;TX
335183;-808332;SC
403194;-789525;PA
407519;-730353;NY
403756;-742444;NJ
280115;-815995;FL
390249;-769737;MD
411101;-745886;NJ
409899;-739804;NJ
382227;-903813;MO
480852;-1140551;MT
402657;-767126;PA
315318;-878915;AL
273251;-986857;TX
346168;-1200948;CA
370045;-798854;VA
45641;-844687;MI
421534;-77123;NY
399199;-750093;NJ
362607;-870412;TN
355951;-775907;NC
331109;-970308;TX
453421;-934495;MN
445665;-93338;MN
400445;-741852;NJ
42555;-834883;MI
40185;-752267;PA
42966;-901297;WI
392349;-1212002;CA
337342;-850289;GA
458521;-870358;MI
346414;-111796;AZ
39716;-82208;OH
405762;-755194;PA
416432;-709922;MA
394237;-765685;MD
604862;-1510672;AK
404023;-798533;PA
317641;-823509;GA
47313;-1220181;WA
418008;-1118121;UT
371341;-92266;MO
38348;-909933;MO
421917;-843855;MI
395763;-89744;IL
455688;-935899;MN
348923;-922341;AR
357193;-864129;TN
274764;-82543;FL
301444;-857526;FL
344636;-93134;AR
325983;-966815;TX
389222;-76781;MD
35028;-809792;SC
394415;-775347;MD
406029;-753961;PA
245658;-817351;FL
29094;-824408;FL
423319;-838803;MI
397353;-766967;PA
219953;-1593494;HI
410346;-752417;PA
286268;-814979;FL
273648;-99482;TX
386688;-884758;IL
313501;-853523;AL
387782;-95188;KS
401048;-740637;NJ
214575;-1578453;HI
396608;-874045;IN
430452;-748566;NY
392927;-845757;OH
315969;-892091;MS
383511;-925766;MO
351997;-780662;NC
411716;-744643;NJ
370972;-764243;VA
399246;-858466;IN
471949;-1193178;WA
345374;-1017741;TX
402366;-740294;NJ
45387;-928477;MN
383466;-751122;MD
393509;-859625;IN
363893;-870455;TN
397982;-750629;NJ
35797;-814237;NC
384806;-826798;KY
402005;-740333;NJ
425625;-776968;NY
320355;-937004;LA
394496;-764205;MD
358701;-850614;TN
408712;-757433;PA
299129;-968768;TX
329996;-949668;TX
376902;-1224021;CA
360579;-766008;NC
402718;-742425;NJ
444242;-1212757;OR
421955;-882147;IL
399534;-76761;PA
402442;-768991;PA
399797;-1048734;CO
412112;-804971;PA
386091;-903673;MO
306638;-979063;TX
390652;-93727;MO
36748;-1080853;NM
334612;-944183;TX
415215;-837958;OH
422749;-1228154;OR
393687;-745924;NJ
195447;-1549288;HI
320596;-1112866;AZ
269629;-820571;FL
407866;-735975;NY
409615;-766121;PA
481343;-1222785;WA
291821;-984081;TX
396562;-1060869;CO
34772;-768772;NC
391396;-945641;MO
443427;-1067139;WY
414174;-728992;CT
313827;-849228;GA
324754;-861375;AL
33193;-866114;AL
405087;-748599;NJ
382807;-771896;VA
397968;-882749;IL
269289;-992614;TX
32165;-91721;LA
38791;-765469;MD
44967;-93516;MN
398805;-750918;NJ
387158;-903684;MO
411317;-741135;NY
287171;-962334;TX
215965;-1581003;HI
363834;-119.22;CA
26573;-818774;FL
352522;-816636;NC
401789;-798625;PA
413099;-88685;IL
389633;-770898;MD
401042;-753437;PA
433739;-895858;WI
430836;-757559;NY
427229;-942241;IA
373711;-1222202;CA
472257;-1227739;WA
346459;-1067164;NM
366057;-932339;MO
419327;-710431;MA
345095;-926406;AR
411035;-737968;NY
394429;-1233963;CA
394418;-104897;CO
405011;-80068;PA
436531;-962148;MN
474495;-1228487;WA
367294;-1196945;CA
388026;-772396;VA
350807;-922088;AR
284988;-821832;FL
311519;-974587;TX
33.35;-1104654;AZ
291696;-809796;FL
408222;-748502;NJ
401039;-752069;PA
339269;-856149;AL
402921;-758486;PA
432345;-76141;NY
400928;-740459;NJ
407979;-814358;OH
42096;-832029;MI
405535;-745277;NJ
352263;-931649;AR
391798;-938694;MO
361224;-786757;NC
372243;-89536;MO
46497;-875968;MI
360735;-867856;TN
387536;-771321;VA
410134;-738394;NY
390904;-845498;KY
418946;-705966;MA
401521;-74043;NJ
431827;-879017;WI
390116;-89791;IL
364142;-869658;TN
471367;-885979;MI
392628;-845501;OH
408645;-980078;NE
412166;-966172;NE
345024;-93142;AR
448923;-878715;WI
362536;-95.66;OK
336505;-837116;GA
18.22;-662246;PR
308557;-891386;MS
34517;-835311;GA
40697;-896399;IL
411292;-1017211;NE
47386;-1226695;WA
401006;-763511;PA
390765;-948166;KS
353226;-1064437;NM
406948;-732618;NY
388765;-769075;MD
322348;-927098;LA
214205;-1578205;HI
300082;-97152;TX
306959;-914537;LA
386202;-94677;KS
354783;-825038;NC
368479;-883602;KY
423517;-888353;IL
395505;-860739;IN
397452;-770892;PA
411889;-809711;OH
37105;-93819;MO
414625;-855948;IN
367544;-862053;KY
38877;-758264;MD
419232;-914243;IA
396625;-788229;MD
416682;-836433;OH
414484;-861505;IN
411184;-737795;NY
35318;-891498;TN
45092;-937453;MN
276756;-804252;FL
352966;-996286;OK
297013;-912377;LA
326314;-863268;AL
396329;-799882;WV
410929;-1048066;WY
449604;-938431;MN
435603;-908858;WI
398876;-896066;IL
336093;-789772;SC
274098;-803539;FL
45736;-949523;MN
411613;-822255;OH
392054;-963099;KS
414855;-732349;CT
30006;-92284;LA
425984;-1147596;ID
315136;-1061521;TX
295229;-985197;TX
307323;-905133;LA
370405;-885734;KY
408392;-805467;OH
333949;-969497;TX
349859;-80448;NC
409078;-746593;NJ
407705;-736603;NY
433795;-1121261;ID
346296;-979578;OK
421648;-713544;MA
410488;-739408;NY
412472;-769184;PA
395951;-886084;IL
429894;-1232999;OR
433847;-879439;WI
385892;-753089;DE
321557;-901225;MS
339334;-877961;AL
41.35;-876172;IL
386005;-898114;IL
286675;-991765;TX
411319;-737138;NY
301289;-856008;FL
391676;-847152;OH
352647;-795865;NC
363166;-1197054;CA
345237;-824938;SC
272243;-981452;TX
349833;-810992;SC
348861;-1171078;CA
337643;-864742;AL
468795;-966985;MN
304037;-922145;LA
400066;-857711;IN
373145;-1205868;CA
410003;-755058;PA
390699;-84367;OH
36443;-824621;TN
395737;-760668;MD
438736;-951201;MN
30877;-965956;TX
357566;-815634;NC
398881;-840394;OH
31924;-926425;LA
400962;-751296;PA
411677;-787187;PA
352343;-810734;NC
366716;-794202;VA
36.2;-854468;TN
414622;-755478;PA
336746;-941265;AR
388684;-838992;OH
439833;-946249;MN
399475;-833076;OH
364081;-830043;TN
386303;-92567;MO
342104;-1171147;CA
477937;-1223469;WA
341486;-1099657;AZ
389513;-1227208;CA
407836;-827458;OH
412639;-759327;PA
419642;-836636;MI
390293;-839267;OH
382379;-855891;KY
454493;-1227621;OR
392934;-839795;OH
388874;-988514;KS
274116;-825659;FL
332256;-981594;TX
406043;-797602;PA
43292;-897353;WI
379755;-900477;MO
339077;-78574;NC
431571;-857106;MI
473452;-1226369;WA
461794;-1229568;WA
430658;-859341;MI
333082;-845546;GA
413338;-814018;OH
372309;-1132523;UT
343496;-829289;GA
418783;-807461;OH
34.73;-766493;NC
407783;-777734;PA
415166;-843039;OH
347705;-830615;SC
367254;-781287;VA
262518;-984699;TX
332419;-813659;SC
431256;-884385;WI
39537;-873653;IN
328043;-797552;SC
304127;-866588;FL
405561;-759825;PA
182964;-668836;PR
347501;-1120555;AZ
403376;-767256;PA
387264;-876873;IL
343495;-117.63;CA
413612;-731845;CT
387978;-773815;VA
194995;-1558937;HI
181638;-667235;PR
356009;-823917;NC
340103;-85044;GA
339418;-938516;AR
332302;-874827;AL
413536;-720517;CT
328273;-1168381;CA
305307;-967007;TX
437995;-900775;WI
712727;-1567575;AK
391711;-844955;OH
364222;-824293;TN
332874;-969622;TX
353708;-825021;NC
391187;-842861;OH
446222;-887513;WI
409701;-760142;PA
396703;-742338;NJ
390357;-121059;CA
39405;-1070921;CO
410202;-840354;OH
341441;-849327;GA
296912;-912672;LA
454012;-1228069;OR
388645;-846122;KY
417923;-90277;IA
341063;-828705;GA
406513;-743231;NJ
361642;-942457;AR
424011;-862677;MI
391504;-779825;VA
403261;-798861;PA
289141;-985409;TX
272173;-807925;FL
365752;-836462;TN
370085;-885261;KY
45218;-1126345;MT
347421;-820371;SC
329635;-1172624;CA
351708;-885955;TN
336943;-878307;AL
432662;-1233477;OR
477238;-122583;WA
387812;-774817;VA
607152;-1512317;AK
395282;-749448;NJ
318317;-994223;TX
359785;-1193003;CA
389448;-765876;MD
399386;-767297;PA
402659;-764077;PA
389677;-762824;MD
438593;-912614;WI
219622;-1593917;HI
355516;-828407;NC
404112;-740295;NJ
385691;-755689;DE
427846;-883973;WI
407752;-737281;NY
413398;-737016;NY
407543;-756114;PA
40684;-805621;OH
400077;-752634;PA
385488;-1212831;CA
277985;-827887;FL
338904;-839576;GA
381513;-897185;IL
399288;-750398;NJ
414559;-820912;OH
406936;-803074;PA
359984;-799348;NC
325021;-94.57;TX
427828;-1128541;ID
297898;-955041;TX
415774;-752524;PA
336963;-865063;AL
403337;-75947;PA
310437;-858763;AL
35091;-972881;OK
361505;-1095794;AZ
425084;-786696;NY
451365;-903436;WI
374945;-942791;MO
344788;-853491;GA
324068;-972149;TX
42727;-85719;MI
397238;-829575;OH
213288;-1576974;HI
398562;-750365;NJ
385063;-949486;KS
40.36;-753083;PA
350497;-1065599;NM
447523;-927882;WI
331102;-971867;TX
408705;-742084;NJ
34204;-792536;SC
275108;-827152;FL
371745;-1013447;KS
387369;-864755;IN
407407;-1140783;NV
302549;-859512;FL
418283;-863656;MI
278961;-828444;FL
266613;-817402;FL
348024;-1065701;NM
336073;-86974;AL
397853;-930772;MO
322062;-823215;GA
388882;-773907;VA
419255;-886794;IL
392105;-921342;MO
358152;-887901;TN
410414;-1116802;UT
379641;-1223711;CA
419727;-706889;MA
384608;-905338;MO
399486;-745409;NJ
467289;-1120631;MT
344393;-1101018;AZ
277084;-803851;FL
401509;-795434;PA
40712;-736607;NY
339902;-858639;AL
408199;-744551;NJ
408907;-744406;NJ
347808;-847835;GA
412068;-740121;NY
380316;-784437;VA
329704;-974725;TX
449372;-72209;VT
279322;-805655;FL
330352;-83939;GA
45457;-944297;MN
373273;-773195;VA
390802;-84322;OH
282993;-82605;FL
431145;-896479;WI
372121;-87178;KY
384067;-822964;WV
262929;-815786;FL
299472;-962598;TX
426725;-856408;MI
358336;-963944;OK
35572;-805791;NC
435177;-882306;WI
367941;-1197012;CA
452463;-1231115;OR
357255;-791713;NC
350104;-850142;TN
346194;-824794;SC
417312;-877311;IL
396201;-907936;IL
409207;-810231;OH
400909;-829174;OH
42742;-93205;IA
402893;-752095;PA
391975;-842511;OH
436734;-1119132;ID
357477;-1090674;AZ
479642;-1174398;WA
337253;-1172851;CA
299562;-899986;LA
315259;-965284;TX
421267;-768254;NY
347906;-919072;AR
339768;-783803;NC
278102;-970875;TX
386302;-900339;IL
371268;-815134;VA
327382;-968885;TX
279365;-828114;FL
394097;-888005;IL
475137;-122316;WA
359689;-88945;TN
32561;-1113745;AZ
363871;-894712;TN
332764;-1171941;CA
353597;-819232;NC
342236;-838851;GA
319005;-986043;TX
262752;-985644;TX
391256;-829836;OH
337675;-858792;AL
393536;-833883;OH
474874;-1226175;WA
317721;-844437;GA
415118;-93495;IA
412012;-772666;PA
409728;-721892;NY
408645;-729678;NY
409921;-743125;NJ
364824;-1217198;CA
402018;-740128;NJ
430868;-761871;NY
31873;-89734;MS
406908;-762594;PA
478415;-1200262;WA
41989;-878718;IL
391134;-768924;MD
398704;-751302;NJ
39.1;-755047;DE
402815;-800874;PA
284364;-992367;TX
386138;-89523;IL
420989;-707823;MA
350505;-770844;NC
305061;-82954;FL
421399;-882034;IL
409826;-72335;NY
305403;-983804;TX
334216;-965838;TX
355103;-809783;NC
471165;-1221824;WA
469169;-950576;MN
358247;-840552;TN
421211;-864137;MI
374612;-892388;IL
272948;-824323;FL
399224;-752881;PA
448462;-122.87;OR
46445;-951285;MN
403126;-758663;PA
401955;-799222;PA
335793;-834758;GA
376916;-1224814;CA
467688;-1006978;ND
260518;-976552;TX
420119;-765406;NY
342331;-876175;AL
484142;-974056;ND
400623;-955989;NE
361728;-81139;NC
410086;-722287;NY
36585;-899808;MO
429351;-853457;MI
468977;-921137;MN
45254;-928278;MN
279058;-819873;FL
399604;-832242;OH
440692;-917166;MN
424818;-911178;IA
393016;-845493;OH
400791;-765791;PA
411385;-807672;OH
430124;-87971;WI
410175;-933097;IA
382598;-943394;MO
412595;-804813;PA
330882;-973041;TX
360939;-877847;TN
358165;-798066;NC
416917;-701026;MA
345174;-1122496;AZ
416375;-875447;IL
420173;-943799;IA
184811;-668221;PR
401167;-747775;NJ
419097;-725426;CT
43257;-936366;IA
401034;-795898;PA
353308;-779226;NC
301996;-843634;FL
38853;-821303;WV
46564;-1203966;WA
263218;-814397;FL
424921;-832273;MI
452685;-930809;MN
345324;-1023111;TX
450825;-92909;MN
452756;-1225136;OR
411105;-1047871;WY
404565;-758209;PA
386917;-773507;VA
403242;-760235;PA
444778;-934225;MN
359889;-797079;NC
474616;-1219937;WA
345509;-779224;NC
334899;-89728;MS
396872;-1052718;CO
387035;-902824;MO
371148;-930742;MO
410001;-740972;NJ
352455;-944775;OK
30.19;-813704;FL
340292;-947426;OK
411988;-871973;IN
387302;-935589;MO
317716;-816216;GA
416547;-73.91;NY
375702;-971361;KS
40098;-1051552;CO
436983;-1241121;OR
271241;-824354;FL
380121;-927499;MO
427137;-825012;MI
39034;-769983;MD
403249;-74.06;NJ
338358;-1099616;AZ
382579;-903948;MO
390973;-874074;IN
440086;-700571;ME
30312;-842611;FL
404563;-88102;IL
447874;-896839;WI
375789;-1061499;CO
380635;-755553;MD
353642;-819613;NC
216511;-1580437;HI
318651;-825994;GA
455358;-1224205;OR
40269;-75214;PA
430308;-759984;NY
413308;-877956;IL
404718;-1095786;UT
467756;-1141018;MT
390553;-845787;KY
277609;-982389;TX
403322;-756375;PA
265652;-800611;FL
335038;-81.91;SC
184825;-668501;PR
363875;-853265;TN
402762;-815949;OH
400176;-807469;OH
41357;-742768;NY
426207;-825339;MI
412846;-75869;PA
408849;-742431;NJ
296379;-982927;TX
40114;-880354;IL
380013;-916154;MO
445122;-929034;MN
336778;-868727;AL
391516;-769163;MD
28785;-821258;FL
381401;-97427;KS
439958;-963117;MN
261168;-974875;TX
387286;-90.36;MO
358145;-946317;OK
399013;-750009;NJ
336612;-969022;TX
35081;-770945;NC
414831;-876369;IL
341538;-788737;NC
402718;-757321;PA
385279;-904488;MO
