LATITUDE;LONGITUDE;STATES
374523;-867374;KY
381049;-986609;KS
45972;-1092579;MT
388022;-869622;IN
434539;-894603;WI
410124;-996241;NE
35289;-927813;AR
472147;-947573;MN
408182;-926959;IA
414896;-766028;PA
401767;-913783;IL
424195;-933758;IA
394678;-989486;KS
408527;-941958;IA
45933;-1228498;OR
455232;-948317;MN
483044;-1124846;MT
39541;-801439;WV
456582;-888777;WI
399509;-931664;MO
370196;-94517;MO
404891;-845497;OH
401834;-758896;PA
450609;-927903;WI
383841;-979102;KS
403598;-914595;MO
399968;-963493;KS
374417;-97007;KS
365633;-102795;OK
358438;-883372;TN
375082;-1200437;CA
346534;-1086738;NM
40576;-96706;NE
40456;-93462;MO
369156;-946696;OK
381697;-758895;MD
364838;-864396;TN
429781;-716937;NH
34084;-96616;OK
380027;-1059065;CO
393938;-956285;KS
407836;-91.61;IA
382976;-855807;KY
373733;-961934;KS
265024;-990735;TX
472701;-974087;ND
399353;-896788;IL
43857;-1176265;OR
427444;-912621;IA
40492;-927005;MO
400408;-948233;MO
373461;-834695;KY
436869;-1032087;SD
383655;-903645;MO
344699;-1067708;NM
423624;-905422;IA
320341;-1119549;AZ
38186;-800152;WV
404029;-782779;PA
412765;-1018134;NE
402267;-1098308;UT
367614;-1038342;NM
405296;-784356;PA
360055;-862012;TN
393433;-892186;IL
421828;-946923;IA
406388;-732879;NY
394396;-1049699;CO
374702;-836828;KY
354888;-958447;OK
432839;-926422;IA
413298;-964292;NE
441698;-88896;WI
412798;-905056;IL
409484;-942192;IA
474551;-985664;ND
370117;-896003;MO
359727;-981182;OK
344427;-928923;AR
381315;-1028504;CO
405759;-119343;NV
349537;-911764;AR
330659;-908726;MS
375486;-925961;MO
408135;-834194;OH
406278;-758546;PA
466576;-993568;ND
430385;-975905;SD
321603;-82.02;GA
343657;-855322;AL
329221;-926614;LA
381022;-86276;IN
46368;-911036;WI
332176;-823079;GA
360945;-900115;MO
388653;-1019681;KS
267136;-984479;TX
454942;-847818;MI
393224;-932258;MO
377538;-781632;VA
384233;-848728;KY
565791;-1696114;AK
406974;-120731;CA
33303;-929539;AR
384556;-1116148;UT
431052;-937059;IA
348347;-895634;MS
411712;-836073;OH
488888;-1047849;MT
373177;-966673;KS
399632;-965989;KS
391621;-918473;MO
36832;-855053;KY
334365;-804201;SC
340155;-832938;GA
412044;-831679;OH
421142;-910904;IA
339334;-1033369;NM
396713;-936341;MO
410809;-979783;NE
397784;-979927;KS
436954;-974487;SD
448775;-968497;SD
328711;-1164247;CA
402117;-1237845;CA
403637;-794695;PA
350476;-892409;TN
393204;-1204387;CA
47.41;-882647;MI
478579;-1015018;ND
485235;-1096449;MT
473141;-981889;ND
45067;-1235605;OR
344025;-936179;AR
372217;-897555;MO
391391;-1110934;UT
394976;-117074;NV
466529;-93125;MN
365165;-926037;MO
403737;-784236;PA
460911;-854518;MI
399871;-871471;IN
362816;-1010441;TX
38917;-759416;MD
487225;-1011426;ND
331063;-844382;GA
394291;-776748;MD
385305;-1062156;CO
312198;-883226;AL
401416;-874687;IN
561053;-1331243;AK
488234;-1196397;WA
411472;-918596;IA
38088;-924845;MO
359802;-1060352;NM
350132;-964404;OK
35228;-1061848;NM
465987;-1078683;MT
391559;-881491;IL
340318;-939511;AR
428198;-96058;IA
460056;-1203081;WA
481868;-1124771;MT
408006;-1219375;CA
409522;-872993;IN
413184;-1103894;WY
555572;-1324136;AK
415789;-930229;IA
442498;-1076148;WY
456347;-847838;MI
487021;-1112031;MT
396514;-1215345;CA
377353;-873327;KY
358508;-886527;TN
378158;-96625;KS
325113;-1123166;AZ
411132;-802589;PA
384568;-1224231;CA
381747;-952915;KS
309278;-851181;FL
386544;-94508;MO
317131;-882917;AL
404056;-746971;NJ
347861;-940507;AR
403388;-95676;NE
37571;-813614;WV
389595;-1004871;KS
344382;-780161;NC
410003;-778142;PA
398859;-880662;IL
35368;-1176607;CA
372571;-976741;KS
342243;-981088;OK
264205;-989304;TX
409565;-88.95;IL
344607;-937123;AR
421406;-894919;IL
45.26;-954683;MN
384331;-939342;MO
400174;-913028;IL
410861;-92.53;IA
411316;-1015852;NE
315771;-1110468;AZ
366025;-90679;MO
324576;-875938;AL
481208;-1142618;MT
371694;-943856;MO
355476;-983775;OK
358627;-1208041;CA
395701;-1208213;CA
264155;-98.97;TX
262006;-978445;TX
477812;-110.94;MT
394666;-1208411;CA
362326;-805711;NC
351718;-831273;NC
40276;-783378;PA
389636;-1097037;UT
413837;-793201;PA
441071;-86211;MI
466235;-907898;WI
429576;-1099916;WY
392718;-760933;MD
400341;-1052058;CO
420418;-946293;IA
374531;-847577;KY
345146;-1067679;NM
358631;-947014;OK
424571;-967353;NE
434179;-1185875;OR
34724;-829141;SC
327876;-853057;AL
388411;-821495;OH
386427;-1001698;KS
398043;-105495;CO
338899;-1085201;NM
394597;-906237;IL
318048;-1119876;AZ
328025;-1055248;NM
285277;-977831;TX
403002;-1038056;CO
411662;-1013043;NE
401916;-969743;NE
362812;-906608;AR
438085;-714394;NH
432587;-886292;WI
320144;-893818;MS
353486;-986715;OK
362165;-989208;OK
558451;-1616103;AK
403477;-870375;IN
406389;-1112413;UT
441973;-918757;MN
370894;-984015;KS
350782;-821332;SC
372965;-1203789;CA
412147;-941851;IA
323742;-112035;AZ
338335;-941177;AR
352112;-1079182;NM
373701;-1028588;CO
424918;-1141625;ID
394757;-753174;NJ
482542;-1163064;ID
364595;-947468;OK
318125;-82979;GA
365051;-1203936;CA
432916;-908257;WI
308895;-979219;TX
428766;-946223;IA
402737;-812812;OH
383246;-1205169;CA
416747;-911509;IA
446692;-1036955;SD
407164;-973516;NE
390961;-808562;WV
413637;-920509;IA
471803;-965058;MN
469195;-103.84;ND
406588;-766931;PA
356206;-951432;OK
371047;-1025786;CO
448476;-883592;WI
428325;-778756;NY
471445;-969686;ND
424155;-969948;NE
411902;-88.57;IL
355581;-94851;OK
475425;-96527;MN
382877;-855679;KY
401142;-81019;OH
398075;-814693;OH
292665;-95963;TX
369733;-827459;VA
367424;-940904;MO
350812;-968598;OK
360901;-1081642;NM
406273;-90306;IL
453022;-1217527;OR
427154;-972521;NE
279173;-828455;FL
420089;-1049711;WY
357934;-1059111;NM
403252;-844947;OH
355558;-956525;OK
342431;-979661;OK
390941;-959427;KS
356778;-941778;AR
448466;-857941;MI
382287;-805803;WV
330895;-808142;SC
446669;-966252;SD
412801;-904433;IL
389701;-977592;KS
481912;-1122804;MT
423788;-94431;IA
45929;-1141326;MT
607288;-1617728;AK
413509;-995007;NE
428944;-961946;IA
414367;-972152;NE
336034;-958055;TX
365061;-89817;MO
412682;-80568;OH
47231;-1027702;ND
488469;-1084006;MT
408133;-803294;PA
394568;-802635;WV
372966;-1204177;CA
323497;-980249;TX
391956;-940524;MO
419903;-1177209;NV
427837;-1032567;NE
452788;-1128607;MT
485957;-1029281;ND
399097;-772197;PA
424051;-1198993;OR
464104;-902695;WI
46433;-907498;WI
329635;-842378;GA
41066;-916395;IA
444855;-972079;SD
401685;-947358;MO
374484;-981658;KS
396593;-814739;OH
478301;-1010843;ND
404075;-890643;IL
390175;-936779;MO
432595;-969945;SD
405362;-745744;NJ
428106;-972489;NE
415572;-99243;NE
355488;-754689;NC
388601;-842281;OH
459517;-976185;ND
37576;-757593;VA
395375;-950506;MO
485981;-976685;ND
423827;-1113228;ID
39502;-963189;KS
388014;-890875;IL
350227;-875855;TN
396806;-1002933;KS
463626;-980771;ND
351267;-914539;AR
465058;-940154;MN
443148;-952131;MN
428624;-1109007;WY
373569;-988279;KS
385984;-777213;VA
415243;-847309;OH
415108;-845079;OH
395487;-90.48;IL
442877;-856013;MI
360905;-898915;MO
359929;-1060196;NM
35794;-1191896;CA
475293;-968157;MN
442698;-107964;WY
363536;-845839;TN
389312;-76466;MD
478554;-1040375;ND
455153;-1239536;OR
349549;-963367;OK
349834;-1100374;AZ
35.79;-1049821;NM
460493;-1223034;WA
26105;-977373;TX
657536;-1689219;AK
405699;-987891;NE
449593;-975804;SD
279657;-979937;TX
436896;-713064;NH
405006;-85854;IN
47419;-926086;MN
453216;-1121093;MT
358694;-1066485;NM
44675;-883216;WI
402883;-961269;NE
392322;-994347;KS
344808;-993521;OK
348148;-799766;NC
373727;-80858;VA
309589;-969731;TX
38467;-905427;MO
338482;-822587;SC
42128;-955749;IA
398123;-851905;IN
369945;-1076065;NM
411998;-901175;IL
48033;-997647;ND
396594;-796406;WV
404091;-782105;PA
411593;-1241301;CA
471568;-1005273;ND
342587;-793116;SC
412156;-98628;NE
41283;-969607;NE
180054;-66564;PR
366596;-985635;OK
447484;-957165;MN
336318;-1109456;AZ
408653;-774634;PA
338773;-974291;OK
26428;-99027;TX
378652;-782627;VA
38879;-975066;KS
397145;-956484;KS
349358;-792999;NC
398474;-781432;PA
432278;-728083;VT
404206;-858219;IN
342288;-1035526;NM
354059;-944552;OK
390933;-973201;KS
360586;-850305;TN
359269;-919389;AR
405733;-997409;NE
342826;-794724;SC
452622;-963335;MN
475425;-1012214;ND
452441;-959112;MN
378366;-94882;KS
388341;-886279;IL
401839;-970848;NE
600629;-1494898;AK
452465;-985581;SD
45377;-95677;MN
398564;-120463;CA
408101;-1214809;CA
449931;-984991;SD
397101;-801684;WV
365433;-948693;OK
404135;-871122;IN
264087;-988367;TX
362354;-983354;OK
396649;-1041456;CO
445996;-72116;VT
463873;-1007958;ND
323703;-991955;TX
397627;-120577;CA
362688;-117589;CA
445538;-1004754;SD
323187;-825595;GA
389268;-1074725;CO
387938;-942465;MO
432379;-995175;SD
468349;-1209438;WA
385654;-986087;KS
439815;-914946;MN
403684;-994732;NE
403193;-882833;IL
397092;-775688;MD
338544;-1139129;AZ
457845;-935528;MN
376683;-768781;VA
403031;-874924;IN
468389;-1170189;ID
278742;-979799;TX
347705;-805487;SC
349273;-952099;OK
445346;-1077844;WY
394766;-790593;MD
342174;-960797;OK
354272;-1061212;NM
331735;-945425;TX
369786;-1055353;NM
615746;-1592489;AK
452927;-903054;WI
465244;-97931;ND
475513;-988039;ND
341294;-991443;TX
407011;-782139;PA
41998;-1040461;NE
406126;-855592;IN
477936;-1142701;MT
363956;-929063;AR
345399;-917839;AR
361611;-95691;OK
476179;-1146561;MT
456875;-112285;MT
382509;-882585;IL
403293;-937971;MO
315441;-824145;GA
355087;-918884;AR
363731;-965965;OK
397619;-956342;KS
409693;-883578;IL
276713;-976322;TX
412636;-699718;MA
38103;-1119823;UT
318908;-908839;MS
337417;-893752;MS
388642;-1150099;NV
431014;-920462;IA
430435;-727889;VT
401184;-856968;IN
478547;-987056;ND
468566;-911082;WI
402073;-962329;NE
400518;-954301;NE
467347;-1039829;ND
599711;-1548627;AK
337648;-942622;AR
348378;-1205309;CA
66383;-1473219;AK
370405;-999876;KS
404114;-908363;IL
47837;-1006658;ND
402851;-965339;NE
378322;-898832;MO
362747;-974551;OK
29404;-960837;TX
319637;-811259;GA
433757;-720392;NH
454182;-1131109;MT
468199;-1222962;WA
450198;-1099829;MT
364277;-1168747;CA
396227;-909917;IL
380957;-1201285;CA
344689;-946461;OK
465259;-1128205;MT
319867;-984304;TX
33848;-937203;AR
463229;-1165429;ID
320455;-100104;TX
426505;-1051826;WY
371444;-1046216;CO
439273;-1003011;SD
41768;-1103242;WY
412037;-841674;OH
336539;-956492;TX
369441;-889646;KY
414007;-948872;IA
379299;-75662;VA
346257;-868802;AL
337391;-1023278;TX
41612;-913472;IA
431219;-724554;VT
41.34;-918169;IA
398566;-861691;IN
40711;-779924;PA
423394;-960811;IA
399742;-813365;OH
41646;-1202255;CA
35155;-89126;TN
358679;-976653;OK
459906;-1079504;MT
409423;-745011;NJ
400088;-912578;IL
45462;-947965;MN
392829;-912098;MO
391122;-892137;IL
475309;-1150083;MT
466987;-985884;ND
448556;-858573;MI
397124;-812766;OH
381539;-785594;VA
455072;-1089087;MT
348942;-956506;OK
451135;-1213553;OR
407908;-1171266;NV
368478;-1039176;NM
406537;-883999;IL
459155;-931752;MN
398956;-785174;PA
381954;-994032;KS
454188;-848634;MI
460289;-999991;ND
369945;-980351;OK
371225;-1047395;CO
384719;-849471;KY
391842;-910168;MO
475882;-947581;MN
35487;-1135607;AZ
479209;-942132;MN
286483;-980083;TX
364123;-951347;OK
357853;-967755;OK
468124;-886373;MI
405626;-90748;IL
457976;-913005;WI
37139;-829811;KY
342791;-1018967;TX
470436;-94386;MN
399156;-956275;KS
406155;-91288;IL
460487;-1228879;OR
339123;-907528;MS
472985;-883971;MI
330987;-81208;SC
626541;-160214;AK
468427;-1001439;ND
400048;-977686;NE
407495;-810401;OH
487063;-1158741;MT
396251;-780161;MD
403278;-911996;IL
387058;-801993;WV
396641;-959317;KS
458658;-946874;MN
327221;-1002507;TX
400598;-973359;NE
319872;-996253;TX
334552;-85323;AL
402409;-917977;MO
316635;-855035;AL
459653;-941129;MN
486501;-1186839;WA
39574;-1206297;CA
354348;-118939;CA
346518;-1054586;NM
374158;-814463;WV
346622;-950993;OK
408438;-920764;IA
459731;-998325;ND
400811;-936898;MO
446038;-929329;MN
489652;-1152213;MT
369099;-1127546;AZ
363516;-900299;MO
395085;-1123933;UT
414031;-83243;OH
396559;-1026786;CO
474532;-1239194;WA
418931;-91985;IA
476858;-1046331;MT
410287;-827273;OH
385979;-970637;KS
373677;-898097;MO
355667;-922049;AR
350219;-86999;TN
430137;-951886;IA
397359;-820779;OH
335112;-935679;AR
359685;-774442;NC
365341;-937244;MO
400598;-852384;IN
438033;-108181;WY
429642;-99097;NE
384734;-763128;MD
343297;-976807;OK
316967;-921797;LA
376303;-989054;KS
391042;-881497;IL
441881;-1211817;OR
321972;-905486;MS
429391;-1009573;NE
468422;-912419;WI
470002;-1145879;MT
434192;-941593;IA
483799;-1027718;ND
404804;-959601;NE
334269;-791246;SC
464569;-1097532;MT
480638;-115135;MT
367196;-82796;VA
622155;-1454449;AK
356112;-94.99;OK
361425;-953303;OK
575585;-1576798;AK
35268;-953002;OK
412981;-966069;NE
377853;-889294;IL
449733;-1106931;WY
488637;-1182059;WA
377889;-1051644;CO
389184;-842636;KY
377234;-882381;IL
31987;-883366;AL
407011;-833924;OH
367071;-782319;VA
414994;-890199;IL
388149;-795451;WV
41903;-908629;IA
487139;-1009127;ND
482929;-961945;MN
445659;-923082;WI
431278;-1021017;SD
43243;-976747;SD
357664;-77129;NC
394017;-752787;NJ
423861;-974682;NE
40416;-1232316;CA
41991;-923873;IA
407661;-749548;NJ
300639;-966957;TX
342595;-820969;SC
485077;-1018868;ND
372368;-897978;MO
484894;-964479;MN
402462;-1120842;UT
363062;-900951;AR
337753;-964072;OK
384604;-803731;WV
364966;-933977;AR
362319;-965679;OK
408889;-1094751;UT
377999;-834173;KY
346311;-913861;AR
413922;-876397;IL
396127;-102592;CO
417734;-716854;RI
341122;-1090231;NM
422821;-958944;IA
457965;-950925;MN
426662;-776367;NY
395674;-972937;KS
311873;-850324;GA
368828;-887706;KY
395459;-120888;CA
400795;-836368;OH
43436;-925936;IA
339668;-920452;AR
390372;-1001184;KS
450441;-967604;SD
342317;-1023057;TX
354745;-890394;TN
46787;-967949;ND
354227;-1136487;AZ
399883;-911456;IL
413055;-1019347;NE
350749;-859259;TN
39661;-810669;OH
283499;-996161;TX
269364;-981152;TX
36162;-89439;TN
385665;-969658;KS
407294;-874897;IN
454923;-1186842;OR
447969;-882682;WI
331999;-924878;AR
389211;-795245;WV
477919;-983278;ND
346091;-966405;OK
265254;-990906;TX
415383;-964271;NE
383096;-935466;MO
387011;-1048347;CO
438024;-907815;WI
357292;-947577;OK
388927;-895722;IL
395304;-806404;WV
369123;-961288;OK
406853;-929803;IA
482624;-1223501;WA
479242;-992059;ND
482817;-1033579;ND
46506;-956263;MN
46169;-94363;MN
608924;-1496352;AK
396272;-998199;KS
363959;-896669;MO
451208;-1239766;OR
474429;-959727;MN
41268;-734433;CT
294495;-832821;FL
46915;-1239823;WA
342349;-937405;AR
466812;-979704;ND
386192;-919589;MO
385422;-797859;WV
405413;-756919;PA
371564;-955977;KS
403547;-796502;PA
440212;-981032;SD
335835;-889494;MS
322288;-1077462;NM
358871;-955873;OK
291733;-1004112;TX
483333;-1172944;WA
616516;-1571251;AK
415584;-1009536;NE
454102;-979037;SD
387992;-874604;IN
448156;-889125;WI
398516;-901978;IL
334278;-1147272;CA
468789;-88204;MI
362672;-898258;MO
393849;-932199;MO
472633;-1104927;MT
447189;-896803;WI
454789;-1126918;MT
401878;-798489;PA
404033;-782546;PA
426871;-1109866;WY
471465;-121632;WA
43.65;-988836;SD
338486;-1086141;NM
400722;-1055139;CO
434892;-978284;SD
386559;-839643;KY
331723;-848173;GA
397668;-952492;KS
353139;-883558;TN
391954;-991702;KS
363182;-971179;OK
424956;-885983;WI
354219;-937289;AR
335601;-82795;GA
289681;-816482;FL
397183;-962659;KS
387122;-781598;VA
381012;-979919;KS
412581;-1017091;NE
384711;-970389;KS
377489;-951428;KS
351159;-868036;TN
332621;-863319;AL
458453;-1139629;MT
409721;-777242;PA
385841;-757893;MD
39386;-97934;KS
408185;-763789;PA
40608;-1038434;CO
388089;-992674;KS
263478;-986296;TX
394387;-926642;MO
327634;-86106;AL
384891;-101.22;KS
327287;-883165;AL
403326;-944233;MO
326243;-1032776;NM
401185;-913683;IL
409522;-1174997;NV
359949;-1059069;NM
356111;-768558;NC
385549;-862777;IN
412403;-908186;IL
351043;-983414;OK
352671;-1191055;CA
39452;-97.53;KS
354329;-1083358;NM
356759;-903445;AR
471761;-968015;MN
440711;-945713;MN
442772;-760088;NY
415941;-95445;IA
45929;-1086788;MT
393695;-1225438;CA
350362;-1083225;NM
363173;-1070459;NM
376971;-881387;IL
400735;-953518;MO
483107;-977104;ND
382235;-885556;IL
548416;-163348;AK
388189;-87.53;IL
385036;-761531;MD
385037;-933236;MO
349319;-888703;MS
32677;-109072;AZ
474905;-1007104;ND
43.54;-999218;SD
397613;-1205191;CA
397369;-1001765;KS
370155;-1038838;CO
364583;-93191;AR
415505;-1037267;NE
322764;-866108;AL
435942;-751159;NY
418272;-1001048;NE
399873;-973537;KS
403139;-920876;MO
343664;-819758;SC
360457;-969401;OK
433192;-103386;SD
474942;-955411;MN
388621;-117933;NV
396735;-956842;KS
304827;-870651;FL
448579;-89155;WI
48905;-1027812;ND
348898;-790725;NC
438383;-898049;WI
285568;-965465;TX
345369;-940887;AR
562346;-1346532;AK
385589;-968472;KS
264313;-988923;TX
339904;-1068878;NM
366197;-956604;OK
48067;-1119935;MT
361928;-106566;NM
32.07;-974991;TX
480279;-1118441;MT
38558;-939578;MO
387407;-975979;KS
369514;-828144;VA
375026;-1202388;CA
381664;-945079;MO
384267;-798343;WV
618336;-1451836;AK
406573;-793015;PA
415111;-803716;PA
401075;-92546;MO
384383;-1224067;CA
402979;-785129;PA
400573;-81235;OH
347843;-1100366;AZ
457262;-1000688;SD
416238;-982377;NE
380054;-820361;WV
404444;-783558;PA
418011;-919418;IA
438884;-962509;MN
440696;-1024464;SD
397175;-802146;WV
406266;-967446;NE
443024;-917051;WI
38418;-912309;MO
406128;-1024718;CO
456656;-931831;MN
346272;-952779;OK
354508;-97457;OK
396265;-1204357;CA
368085;-970499;OK
328142;-812403;SC
412949;-983693;NE
443663;-981836;SD
339187;-936417;AR
343928;-877294;AL
453759;-892044;WI
400897;-987597;NE
410245;-91322;IA
486272;-993788;ND
47117;-995208;ND
415162;-903566;IL
43.41;-1032648;SD
424062;-1053858;WY
40317;-784105;PA
407513;-958133;IA
36358;-1190646;CA
426511;-748005;NY
347622;-884276;MS
443044;-901076;WI
414288;-733506;CT
457248;-974139;SD
37922;-955375;KS
397191;-904961;IL
376392;-876447;KY
354816;-1104562;AZ
353105;-947878;OK
388633;-923129;MO
43844;-954666;MN
327064;-941269;TX
410405;-944618;IA
387489;-945246;MO
328009;-840334;GA
345013;-847111;GA
407474;-931498;IA
386355;-776662;VA
413256;-88053;IL
447338;-1221513;OR
297652;-897874;LA
385633;-757149;MD
263024;-986425;TX
397771;-1205447;CA
375939;-897108;MO
352931;-934202;AR
466596;-967466;MN
373675;-813572;WV
385524;-1060085;CO
615276;-1442991;AK
401529;-907733;IL
378039;-935014;MO
473701;-1153211;MT
40965;-916266;IA
371112;-1081262;CO
43607;-1132408;ID
472007;-1179049;WA
322681;-1109146;AZ
340806;-802249;SC
395242;-786301;WV
37247;-1033534;CO
375005;-885847;IL
356017;-885703;TN
368792;-876638;KY
384846;-972268;KS
590815;-1602826;AK
361947;-1069453;NM
472975;-1242327;WA
360687;-880081;TN
38735;-852445;IN
443838;-961826;MN
355291;-1004394;TX
482622;-1183591;WA
468053;-1122544;MT
370042;-974076;KS
463912;-979038;ND
361615;-1066067;NM
365632;-979927;OK
370549;-952112;KS
45467;-973901;SD
346931;-1135995;AZ
399376;-894015;IL
467502;-1123026;MT
289471;-1006238;TX
42754;-113.49;ID
384636;-1215022;CA
384667;-1022943;CO
422972;-906874;IA
34644;-818585;SC
40982;-916817;IA
362518;-913605;AR
310326;-858409;AL
388661;-852996;IN
425084;-968314;NE
387638;-966615;KS
428593;-1060953;WY
343255;-956503;OK
401008;-1209217;CA
342983;-1113645;AZ
434636;-946142;IA
427598;-1023479;NE
440867;-920169;MN
465258;-988976;ND
447654;-888447;WI
440535;-948378;MN
341288;-789721;SC
326116;-810001;SC
379307;-75547;VA
443549;-948361;MN
384849;-802981;WV
34627;-991373;OK
489938;-1185068;WA
450845;-974781;SD
370761;-978747;KS
382294;-926053;MO
380272;-828413;KY
471806;-1118172;MT
363925;-907285;AR
474759;-1001247;ND
445875;-719403;VT
411086;-881463;IL
407777;-727131;NY
346492;-1039038;NM
411394;-963632;NE
352876;-902305;AR
46107;-977842;ND
435632;-93163;MN
387387;-914443;MO
367543;-98156;OK
398661;-861624;IN
364396;-780839;NC
374673;-887557;IL
358559;-989682;OK
478598;-1120349;MT
402458;-964988;NE
35815;-1173449;CA
384464;-1221944;CA
384695;-99553;KS
399834;-870552;IN
470207;-1131717;MT
470572;-1096362;MT
448397;-1000732;SD
450187;-1099119;MT
398461;-796142;PA
349564;-1021094;TX
381212;-1022217;CO
415492;-1178235;NV
46564;-1235508;WA
350046;-1083979;NM
336606;-910519;MS
375693;-1186758;CA
593462;-1574861;AK
328833;-1011415;TX
450904;-97642;SD
350398;-903403;AR
391363;-941307;MO
416757;-748322;NY
444852;-922633;WI
36879;-961202;OK
388667;-818242;WV
404524;-918841;MO
370241;-961774;KS
375064;-947649;KS
35613;-900829;AR
429022;-911493;IA
425706;-777189;NY
458566;-971035;SD
440009;-973598;SD
414108;-792286;PA
344025;-864483;AL
404786;-782284;PA
458431;-886673;WI
486299;-1031837;ND
370921;-959418;KS
386327;-907846;MO
400059;-1209523;CA
384103;-92.53;MO
347507;-957736;OK
471596;-1169238;ID
295335;-1011586;TX
40099;-924166;MO
40156;-785108;PA
372871;-806227;VA
362836;-929147;AR
411594;-798012;PA
410056;-1096992;WY
409301;-1094042;UT
376898;-951441;KS
361911;-898843;MO
429797;-947378;IA
381786;-883548;IL
361355;-973654;OK
343978;-1112731;AZ
444761;-95331;MN
374851;-947617;KS
400106;-808815;OH
340942;-793214;SC
340169;-952018;OK
356137;-950703;OK
396633;-811746;OH
423329;-981252;NE
344395;-919519;AR
40337;-846436;OH
420383;-94.14;IA
309088;-830774;GA
388123;-842115;OH
29459;-1009532;TX
486843;-978648;ND
488571;-1064084;MT
442215;-953611;MN
391254;-910574;MO
450677;-964417;MN
264325;-989719;TX
414591;-919873;IA
38278;-984143;KS
357081;-1188145;CA
31738;-93.39;LA
359316;-987031;OK
355853;-944469;AR
399093;-942419;MO
404045;-944465;MO
407016;-850795;IN
399946;-919734;MO
442149;-86289;MI
447692;-1111905;MT
471638;-989086;ND
319025;-1117804;AZ
350209;-886426;TN
34056;-789397;SC
372805;-948438;KS
398857;-792112;PA
453476;-95.24;MN
387934;-841374;OH
374901;-94647;KS
439262;-1005372;SD
43115;-991882;SD
372456;-883589;KY
439308;-969436;SD
48.91;-1006826;ND
401252;-933196;MO
397066;-974322;KS
409799;-777058;PA
41562;-802261;PA
47051;-108945;MT
375489;-935512;MO
407261;-965936;NE
45466;-1121339;MT
262727;-978276;TX
394145;-794801;MD
398712;-1063002;CO
394124;-753136;NJ
438159;-1041517;WY
401609;-936096;MO
389525;-943995;MO
425493;-907062;IA
422045;-959507;IA
396228;-1004191;KS
383595;-900465;IL
36896;-77819;VA
436049;-936743;MN
463039;-967402;ND
345405;-918713;AR
473231;-954788;MN
313344;-1059028;TX
37026;-805739;VA
363146;-1060374;NM
401493;-963488;NE
407678;-915164;IA
351943;-86857;TN
366771;-806997;VA
37746;-1058777;CO
403716;-1122507;UT
485861;-1090302;MT
47074;-1200284;WA
410314;-1099384;WY
32259;-1127307;AZ
354479;-912315;AR
375493;-938753;MO
382327;-811894;WV
42579;-777338;NY
40316;-785174;PA
442492;-857256;MI
404853;-942887;MO
34559;-882303;MS
317536;-995493;TX
457045;-1117844;MT
472563;-913065;MN
413709;-933862;IA
41105;-857425;IN
263348;-986391;TX
39977;-955654;KS
33346;-1076488;NM
45454;-1090697;MT
460377;-963059;MN
481666;-1000369;ND
40442;-765972;PA
462826;-993528;ND
452197;-1213945;OR
401473;-910024;IL
353164;-775066;NC
329181;-1128903;AZ
273378;-986629;TX
336278;-93235;AR
419033;-1002699;NE
351732;-1074034;NM
376279;-855067;KY
37.23;-951836;KS
344667;-790089;NC
407818;-1031733;CO
382754;-768428;MD
372632;-975404;KS
381778;-987943;KS
344603;-985794;OK
432276;-92776;IA
437599;-701284;ME
489288;-1109723;MT
411548;-839417;OH
319608;-836012;GA
458687;-961964;MN
402594;-948279;MO
377398;-756797;VA
343601;-974928;OK
352464;-1079676;NM
380812;-951554;KS
401981;-943997;MO
387176;-1051253;CO
439866;-1021264;SD
418642;-733608;CT
569426;-1586047;AK
358161;-986587;OK
378199;-1206704;CA
410262;-83105;OH
461632;-984272;ND
37152;-89273;IL
406073;-952925;IA
377832;-972037;KS
396111;-789401;MD
434911;-973848;SD
475211;-951303;MN
346104;-963437;OK
366101;-954888;OK
367528;-1065598;NM
336757;-1087768;NM
43017;-951461;IA
384813;-957519;KS
342182;-1069152;NM
471445;-999934;ND
360727;-1060811;NM
435191;-965561;SD
403304;-899306;IL
391627;-964279;KS
417612;-918711;IA
377941;-95.15;KS
40414;-873158;IN
473389;-958054;MN
286634;-822726;FL
417792;-798045;PA
428634;-918867;IA
451591;-983223;SD
341465;-801905;SC
35809;-1191388;CA
329069;-826661;GA
41.27;-719892;NY
477684;-956229;MN
404995;-903931;IL
351639;-904092;AR
33926;-1021543;TX
456765;-1185736;OR
473226;-1142987;MT
411705;-929041;IA
428074;-891269;WI
429263;-1007534;NE
349468;-965253;OK
411429;-949848;IA
482823;-1136095;MT
392101;-1170679;NV
398943;-921819;MO
426367;-932524;IA
368052;-830575;VA
351737;-965983;OK
468148;-1005341;ND
398219;-984339;KS
48013;-1223201;WA
413702;-875552;IL
403596;-920246;MO
348629;-1141461;AZ
399156;-812824;OH
208222;-1566169;HI
396895;-956713;KS
593987;-1358886;AK
417857;-122008;CA
355334;-974484;OK
36729;-809822;VA
428766;-1158001;ID
410946;-964332;NE
349247;-791575;NC
355199;-957517;OK
470325;-114.34;MT
266885;-808079;FL
315409;-81797;GA
472241;-985685;ND
394021;-776584;MD
386716;-916334;MO
445158;-992005;SD
318426;-1060822;TX
405496;-933002;MO
641527;-1459061;AK
428967;-779476;NY
593056;-1558739;AK
272697;-987239;TX
431572;-925916;IA
264394;-980747;TX
379705;-982027;KS
384525;-1031649;CO
42922;-930361;IA
327917;-1055723;NM
403983;-978392;NE
457621;-1163008;ID
332227;-811748;SC
344913;-822958;SC
263876;-989024;TX
